date,close
2010-12-01,0.3249450623989105
2010-12-02,0.32883256673812866
2010-12-03,0.3382081389427185
2010-12-06,0.33180516958236694
2010-12-07,0.342553049325943
2010-12-08,0.34552568197250366
2010-12-09,0.339808851480484
2010-12-10,0.34186702966690063
2010-12-13,0.3331772983074188
2010-12-14,0.3336346447467804
2010-12-15,0.3263171315193176
2010-12-16,0.32677438855171204
2010-12-17,0.32860395312309265
2010-12-20,0.327231764793396
2010-12-21,0.34003743529319763
2010-12-22,0.343696266412735
2010-12-23,0.3411808907985687
2010-12-27,0.3430102467536926
2010-12-28,0.34163808822631836
2010-12-29,0.34163808822631836
2010-12-30,0.34278157353401184
2010-12-31,0.35215720534324646
2011-01-03,0.36176154017448425
2011-01-04,0.3606181740760803
2011-01-05,0.38828760385513306
2011-01-06,0.44202589988708496
2011-01-07,0.4543742537498474
2011-01-10,0.4717535078525543
2011-01-11,0.464435875415802
2011-01-12,0.5339527130126953
2011-01-13,0.5348672866821289
2011-01-14,0.5394409894943237
2011-01-18,0.5268638134002686
2011-01-19,0.5124574303627014
2011-01-20,0.5129145383834839
2011-01-21,0.5081124901771545
2011-01-24,0.5655096173286438
2011-01-25,0.5481303930282593
2011-01-26,0.5611648559570312
2011-01-27,0.5595641136169434
2011-01-28,0.5433282256126404
2011-01-31,0.5469869375228882
2011-02-01,0.5595641136169434
2011-02-02,0.5849469900131226
2011-02-03,0.5739704966545105
2011-02-04,0.5870048403739929
2011-02-07,0.5625370144844055
2011-02-08,0.5458438992500305
2011-02-09,0.532580554485321
2011-02-10,0.5218328833580017
2011-02-11,0.5366966724395752
2011-02-14,0.5284644961357117
2011-02-15,0.5156587362289429
2011-02-16,0.5346387028694153
2011-02-17,0.5872337818145752
2011-02-18,0.5860905051231384
2011-02-22,0.5307514667510986
2011-02-23,0.5055970549583435
2011-02-24,0.5179454684257507
2011-02-25,0.5286930799484253
2011-02-28,0.518174409866333
2011-03-01,0.49507805705070496
2011-03-02,0.47449755668640137
2011-03-03,0.4772416353225708
2011-03-04,0.47472622990608215
2011-03-07,0.4680945873260498
2011-03-08,0.4470568001270294
2011-03-09,0.43768110871315
2011-03-10,0.40978291630744934
2011-03-11,0.41275569796562195
2011-03-14,0.41618573665618896
2011-03-15,0.4038374423980713
2011-03-16,0.40086469054222107
2011-03-17,0.4084109365940094
2011-03-18,0.40292254090309143
2011-03-21,0.40612417459487915
2011-03-22,0.39903533458709717
2011-03-23,0.4072674512863159
2011-03-24,0.4397391974925995
