date,close
2010-12-01,39.74300003051758
2010-12-02,39.857601165771484
2010-12-03,39.83213806152344
2010-12-06,39.60292053222656
2010-12-07,39.67296600341797
2010-12-08,39.76210021972656
2010-12-09,39.5137939453125
2010-12-10,39.41828536987305
2010-12-13,39.38645935058594
2010-12-14,39.96583557128906
2010-12-15,39.8385009765625
2010-12-16,39.73027420043945
2010-12-17,39.81940841674805
2010-12-20,39.78755569458008
2010-12-21,39.69206237792969
2010-12-22,39.488319396972656
2010-12-23,39.6347541809082
2010-12-27,39.43101501464844
2010-12-28,39.50741195678711
2010-12-29,39.55834197998047
2010-12-30,39.437374114990234
2010-12-31,39.38008117675781
2011-01-03,39.99767303466797
2011-01-04,40.33512878417969
2011-01-05,40.30966567993164
2011-01-06,40.24598693847656
2011-01-07,39.857601165771484
2011-01-10,39.57744598388672
2011-01-11,39.64748764038086
2011-01-12,39.79392623901367
2011-01-13,40.05498123168945
2011-01-14,39.82575988769531
2011-01-18,39.539241790771484
2011-01-19,39.83213806152344
2011-01-20,40.02313995361328
2011-01-21,39.89580154418945
2011-01-24,39.61565399169922
2011-01-25,38.88982009887695
2011-01-26,38.584205627441406
2011-01-27,38.635128021240234
2011-01-28,38.208534240722656
2011-01-31,38.055728912353516
2011-02-01,38.60329818725586
2011-02-02,38.596927642822266
2011-02-03,38.7115364074707
2011-02-04,38.736995697021484
2011-02-07,38.75611114501953
2011-02-08,38.8006706237793
2011-02-09,38.76247787475586
2011-02-10,38.7943000793457
2011-02-11,38.647850036621094
2011-02-14,38.647850036621094
2011-02-15,38.596927642822266
2011-02-16,38.53326416015625
2011-02-17,38.70516586303711
2011-02-18,38.9089241027832
2011-02-22,38.61603927612305
2011-02-23,38.450469970703125
2011-02-24,38.36134719848633
2011-02-25,38.316383361816406
2011-02-28,39.472816467285156
2011-03-01,38.997379302978516
2011-03-02,39.06805419921875
2011-03-03,39.22224044799805
2011-03-04,39.228668212890625
2011-03-07,38.804649353027344
2011-03-08,39.00380325317383
2011-03-09,38.804649353027344
2011-03-10,38.29709243774414
2011-03-11,38.34849548339844
2011-03-14,37.98871612548828
2011-03-15,37.57112121582031
2011-03-16,37.04430389404297
2011-03-17,37.34626388549805
2011-03-18,37.62894058227539
2011-03-21,37.79598617553711
2011-03-22,37.770286560058594
2011-03-23,37.725311279296875
2011-03-24,37.924461364746094
2011-03-25,37.89234924316406
2011-03-28,38.05939483642578
2011-03-29,38.04653549194336
2011-03-30,38.14933776855469
2011-03-31,38.06581497192383
2011-04-01,38.22000503540039
2011-04-04,38.64402770996094
2011-04-05,38.419158935546875
2011-04-06,38.3292121887207
2011-04-07,38.21358108520508
2011-04-08,38.20074462890625
2011-04-11,38.45771026611328
2011-04-12,38.50911331176758
2011-04-13,38.29067611694336
2011-04-14,38.560516357421875
2011-04-15,38.90743637084961
2011-04-18,38.84318923950195
2011-04-19,40.27587127685547
2011-04-20,41.3680534362793
2011-04-21,41.162479400634766
2011-04-25,41.18818283081055
2011-04-26,41.72783660888672
2011-04-27,42.12617111206055
2011-04-28,42.00409698486328
2011-04-29,42.2225227355957
2011-05-02,42.53734588623047
2011-05-03,42.56946563720703
2011-05-04,42.19040298461914
2011-05-05,41.76639938354492
2011-05-06,41.93342971801758
2011-05-09,42.16471481323242
2011-05-10,42.24824523925781
2011-05-11,42.76862335205078
2011-05-12,43.16696548461914
2011-05-13,42.80076599121094
2011-05-16,42.64013671875
2011-05-17,42.65940856933594
2011-05-18,42.72365951538086
2011-05-19,42.652984619140625
2011-05-20,42.20326614379883
2011-05-23,42.11974334716797
2011-05-24,42.26110076904297
2011-05-25,42.58872604370117
2011-05-26,42.45265197753906
2011-05-27,43.26919937133789
2011-05-31,43.60615539550781
2011-06-01,43.08123779296875
2011-06-02,43.08123779296875
2011-06-03,42.82851028442383
2011-06-06,42.80260467529297
2011-06-07,42.446170806884766
2011-06-08,42.86091613769531
2011-06-09,43.27565002441406
2011-06-10,42.82851028442383
2011-06-13,43.152523040771484
2011-06-14,43.483028411865234
2011-06-15,42.873878479003906
2011-06-16,42.97755432128906
2011-06-17,42.95811080932617
2011-06-20,43.10068893432617
2011-06-21,43.087730407714844
2011-06-22,42.8155517578125
2011-06-23,42.55632400512695
